"metro,location_tier,sqft,bedrooms,bathrooms,house_age,garage_spaces,lot_size,price"
"Seattle,2,816,1,1,41,2,2323,446500"
"Denver,2,1809,4,3,60,2,4148,458200"
"Denver,2,2118,3,2,2,1,4629,574600"
"Boston,1,2340,3,2,73,0,4069,1048400"
"New York,1,1771,3,2,24,2,4582,1116500"
"New York,1,500,1,1,17,1,653,411400"
"Chicago,2,898,1,1,29,1,2604,317400"
"Phoenix,3,3234,5,3,36,1,6467,583600"
"Phoenix,3,1190,1,1,36,1,4444,251800"
"Boston,1,2828,5,2,12,1,7562,1311000"
"New York,1,1293,1,1,15,1,4378,914200"
"Austin,2,1781,3,2,38,2,6382,692700"
"Denver,2,2306,4,2,18,2,8443,659000"
"Columbus,3,1367,2,1,51,1,4973,228700"
"Columbus,3,2935,3,2,71,1,5375,471000"
"Columbus,3,1949,3,2,1,3,3994,470600"
"Columbus,3,2200,3,2,2,2,7001,343200"
"Indianapolis,3,1726,3,2,51,2,4669,277500"
"Austin,2,2328,2,1,2,0,6765,772800"
"San Francisco,1,2926,3,2,51,0,9064,2125100"
"San Francisco,1,1815,4,2,39,1,2759,1282200"
"Seattle,2,3024,5,2,36,2,5054,1316300"
"Boston,1,1502,2,1,48,3,4485,796200"
"New York,1,2397,3,2,71,1,7074,1959000"
"Indianapolis,3,2218,3,2,10,2,7738,309200"
"New York,1,1205,2,1,10,2,3787,727800"
"Indianapolis,3,2039,3,1,55,2,3632,350700"
"Phoenix,3,1905,4,2,4,1,2660,424600"
"Chicago,2,1345,2,2,34,1,3087,368100"
"Chicago,2,2133,3,2,39,3,4777,590500"
"Seattle,2,1995,2,1,31,1,6681,690900"
"Chicago,2,1853,3,1,42,1,5708,514700"
"New York,1,1855,3,2,9,1,6756,1319000"
"Indianapolis,3,1841,3,1,21,1,4809,327800"
"Boston,1,1661,2,2,0,0,3336,933100"
"Boston,1,1991,3,2,76,1,5200,978900"
"Chicago,2,1481,3,1,66,3,2671,397100"
"Chicago,2,3627,6,4,20,1,4967,1109800"
"Austin,2,984,2,1,2,3,2558,475300"
"Chicago,2,1520,3,1,21,3,3584,429100"
"New York,1,1571,3,2,76,2,2027,903500"
"Chicago,2,3226,5,3,64,2,10386,749800"
"Boston,1,1042,1,1,52,2,3130,553200"
"Boston,1,2177,3,1,73,1,3062,772400"
"New York,1,2061,4,2,14,1,6571,1473900"
"Seattle,2,2117,4,3,42,3,3031,810700"
"Seattle,2,2704,4,3,63,1,7164,907800"
"Austin,2,2690,5,3,1,3,7915,855400"
"New York,1,1607,2,1,34,1,4174,1077500"
"New York,1,2026,4,2,28,1,6671,1527600"
"Denver,2,688,2,1,14,2,1568,286400"
"New York,1,1964,3,2,17,2,3528,1018900"
"Chicago,2,1384,2,1,77,1,3546,459500"
"Indianapolis,3,1779,3,1,40,2,3840,305500"
"Austin,2,805,1,1,6,1,1307,391600"
"Columbus,3,2163,3,2,54,0,5449,399100"
"San Francisco,1,797,1,1,47,2,1406,677400"
"San Francisco,1,1996,2,2,31,0,5024,1505800"
"Chicago,2,1103,2,1,31,1,3154,387200"
"Phoenix,3,1348,1,1,42,1,4570,328800"
"Columbus,3,2651,4,2,74,1,9514,433800"
"San Francisco,1,2282,4,2,60,3,7008,1940500"
"Phoenix,3,2647,4,3,32,0,9799,465300"
"Seattle,2,2914,5,3,19,2,8048,1200500"
"Boston,1,1398,2,1,8,2,4459,904700"
"New York,1,2874,4,3,15,1,9648,2134200"
"Indianapolis,3,947,2,1,10,3,3324,173600"
"San Francisco,1,2385,3,2,64,1,7883,1660000"
"Phoenix,3,1579,4,3,46,1,5885,429700"
"Chicago,2,1295,2,1,2,2,3269,440700"
"Chicago,2,2299,3,2,74,2,8897,595600"
"Chicago,2,2514,3,1,12,1,5834,679100"
"Columbus,3,2495,5,3,51,2,3484,398400"
"New York,1,2040,3,2,0,3,3488,1358700"
"San Francisco,1,1986,0,1,47,1,5488,1338400"
"Denver,2,2242,4,3,44,2,2782,778800"
"Seattle,2,2097,3,1,72,1,3441,803700"
"New York,1,2252,4,2,48,1,5061,1589300"
"New York,1,2033,4,3,39,1,5993,1485400"
"Seattle,2,2448,4,2,42,1,4072,1142500"
"San Francisco,1,842,3,2,50,2,2366,797800"
"San Francisco,1,1815,2,1,33,1,5548,1547900"
"Columbus,3,1000,1,1,57,0,3338,167800"
"Boston,1,2080,3,2,42,1,6343,870700"
"Indianapolis,3,2967,6,4,77,0,5638,385300"
"Indianapolis,3,1592,4,3,15,1,6356,322900"
"New York,1,1983,4,3,58,1,7312,1449400"
"Chicago,2,2392,3,2,66,0,5372,669600"
"Denver,2,556,1,1,57,1,713,184700"
"Chicago,2,1561,2,1,78,0,4184,371600"
"San Francisco,1,2137,3,2,34,1,7741,1652600"
"New York,1,500,2,1,43,1,1751,509000"
"San Francisco,1,1265,2,1,12,2,4697,1156600"
"Denver,2,2616,4,2,29,2,10241,882000"
"Indianapolis,3,2552,4,2,12,1,8157,398800"
"Chicago,2,2143,2,1,63,0,3546,478800"
"Chicago,2,2473,4,2,62,1,3220,492100"
"Indianapolis,3,2040,2,1,15,1,3313,257300"
"Chicago,2,2261,3,2,64,1,3986,559300"
"San Francisco,1,1695,2,2,25,3,2325,1378100"
"Columbus,3,1975,3,2,58,1,4878,319800"
"Seattle,2,1489,2,1,75,1,5055,644800"
"San Francisco,1,2721,4,3,66,2,3298,2011800"
"Austin,2,2889,4,2,14,3,9967,965900"
"Indianapolis,3,2797,5,3,14,1,10603,438200"
"Boston,1,1635,2,1,8,1,2658,835900"
"Austin,2,1280,2,1,67,0,1613,370800"
"New York,1,2730,4,2,43,2,6940,2001100"
"San Francisco,1,2254,3,2,12,1,8186,1807500"
"San Francisco,1,2114,3,2,46,1,6898,1675900"
"Chicago,2,1488,2,1,42,1,1930,349900"
"Columbus,3,2177,5,3,47,1,6716,426200"
"New York,1,1195,2,2,50,2,4170,1004400"
"Boston,1,2312,3,2,13,0,4529,913300"
"New York,1,2796,5,3,30,1,8471,1963600"
"San Francisco,1,2960,4,2,57,0,7646,2130100"
"Denver,2,2361,4,2,72,2,4193,703400"
"Chicago,2,1002,1,1,19,1,3732,340900"
"Chicago,2,2028,4,2,45,3,3700,403000"
"Seattle,2,3291,5,3,75,1,11694,1406600"
"Denver,2,1335,3,2,48,1,4225,509800"
"San Francisco,1,1862,2,1,18,1,3386,1661700"
"New York,1,2819,4,3,46,1,8997,1635100"
"Indianapolis,3,2301,5,4,1,1,2929,384100"
"Phoenix,3,3512,6,4,39,1,6538,636700"
"Indianapolis,3,1424,4,2,45,1,2847,179300"
"Columbus,3,1257,2,1,4,1,4638,245100"
"Chicago,2,2696,4,3,16,2,10145,664200"
"Indianapolis,3,1123,3,2,79,1,2200,169300"
"Seattle,2,1772,2,2,50,2,4481,592200"
"San Francisco,1,1857,2,1,36,2,7332,1294200"
"San Francisco,1,2573,3,2,18,2,7886,1891500"
"San Francisco,1,2299,4,3,9,0,3208,1977400"
"San Francisco,1,2197,2,1,34,1,5044,2198500"
"Seattle,2,1638,3,2,43,2,3898,735700"
"Chicago,2,2690,5,3,14,1,5536,643800"
"Phoenix,3,4517,7,4,64,1,11996,768700"
"Denver,2,2349,4,3,34,1,7660,817000"
"New York,1,1965,3,2,4,1,6163,1171200"
"Phoenix,3,1056,3,2,10,0,2307,316600"
"Seattle,2,1486,3,2,68,1,4848,635200"
"San Francisco,1,1761,2,2,27,2,4747,1396800"
"Boston,1,1553,2,2,29,1,5210,625600"
"Seattle,2,1890,3,1,15,1,2871,889700"
"Boston,1,3056,5,3,64,3,7131,1260300"
"Phoenix,3,2711,4,3,65,1,6249,518500"
"Phoenix,3,1797,1,1,19,0,3927,354900"
"Chicago,2,1115,2,2,58,1,3517,256200"
"New York,1,2769,4,2,36,1,7642,1752400"
"Phoenix,3,1868,3,2,13,1,4260,353500"
"Chicago,2,778,2,1,63,0,2102,195600"
"New York,1,2363,4,3,6,2,7496,1763800"
"Chicago,2,2567,3,2,69,2,7933,689900"
"Austin,2,500,1,1,2,1,1665,280900"
"Austin,2,1364,3,2,25,2,4889,482700"
"New York,1,1828,2,2,18,1,5978,1176800"
"Austin,2,2377,4,2,18,2,4051,751100"
"San Francisco,1,1565,3,2,38,1,5588,946800"
"New York,1,1359,1,1,60,2,2894,885300"
"New York,1,2373,4,2,31,0,7273,1260000"
"Indianapolis,3,1596,3,2,41,0,6344,259100"
"Boston,1,2252,4,3,77,2,4560,835700"
"Seattle,2,1178,1,1,39,1,2305,429800"
"Seattle,2,1021,1,1,63,1,1746,440400"
"Columbus,3,2391,3,2,30,1,9457,410800"
"Denver,2,2064,4,2,6,2,4944,546100"
"Columbus,3,2500,4,2,20,1,8487,404500"
"Boston,1,1554,1,1,12,1,2079,781700"
"New York,1,1383,2,1,72,2,2358,809000"
"Denver,2,2784,5,3,2,1,3833,851100"
"Seattle,2,910,2,2,65,1,3170,418500"
"Phoenix,3,2713,4,2,11,2,4065,556200"
"Columbus,3,2758,4,2,12,3,10439,435800"
"Austin,2,2459,3,3,42,2,7521,834900"
"Indianapolis,3,1453,2,1,6,0,5444,245900"
"Denver,2,1369,2,2,6,1,3210,603000"
"Boston,1,1763,3,1,62,2,4710,799100"
"Austin,2,1058,2,1,4,1,1351,437600"
"San Francisco,1,1275,2,1,47,2,3193,1047800"
"Phoenix,3,2319,4,2,9,1,6618,484100"
"San Francisco,1,2322,3,2,6,2,3440,1672600"
"Boston,1,1218,1,1,53,1,4808,615300"
"Denver,2,2339,4,2,31,3,2836,773700"
"San Francisco,1,2195,3,1,1,1,4278,2161500"
"San Francisco,1,2881,5,3,54,2,8423,2390100"
"Chicago,2,2270,3,2,77,1,5887,594500"
"San Francisco,1,2588,5,3,44,1,4839,2138600"
"Austin,2,2210,4,2,30,1,8758,714200"
"Seattle,2,2537,4,3,67,0,4386,825700"
"New York,1,1063,1,1,26,1,2967,678000"
"New York,1,1821,4,3,49,1,2776,1323200"
"Phoenix,3,1875,2,1,37,3,2545,442100"
"Indianapolis,3,1742,4,2,58,2,4470,290800"
"New York,1,2189,3,2,41,2,7559,1443400"
"Indianapolis,3,2312,5,4,38,1,6214,442200"
"Denver,2,2155,3,1,33,1,4358,618000"
"Chicago,2,1785,4,2,23,1,2226,432900"
"Chicago,2,1422,2,2,38,1,5451,427200"
"Chicago,2,2613,4,2,4,1,4686,815200"
"Phoenix,3,2127,4,2,27,2,5974,414200"
"Austin,2,1238,2,1,6,1,1539,378400"
"Denver,2,1774,3,2,25,0,2612,567100"
"Seattle,2,767,1,1,28,0,1286,399000"
"San Francisco,1,1923,3,2,2,1,2912,1003400"
"Chicago,2,1771,4,3,23,0,4757,579100"
"San Francisco,1,1527,2,1,53,1,3530,963800"
"Boston,1,2930,5,3,77,0,10090,1416700"
"San Francisco,1,1148,2,1,49,0,1751,667900"
"New York,1,2359,4,3,56,2,5678,1276000"
"Chicago,2,3321,5,3,53,3,7967,907900"
"Chicago,2,2600,3,2,75,1,4800,694500"
"Austin,2,1879,3,1,75,1,2760,560300"
"San Francisco,1,1163,2,1,9,1,1430,1278200"
"Austin,2,1015,1,1,37,2,1272,326800"
"Seattle,2,1632,4,2,72,1,3780,576800"
"Chicago,2,1453,3,2,70,1,1964,353600"
"Denver,2,1432,2,1,42,1,3300,432800"
"Austin,2,1688,2,1,35,3,4093,610700"
"Austin,2,1834,2,1,4,0,4488,586200"
"Indianapolis,3,2215,5,2,38,1,3847,352100"
"Phoenix,3,1095,1,1,40,1,2843,254500"
"Austin,2,1457,2,1,50,1,3349,575500"
"Austin,2,1796,3,1,41,0,7131,573200"
"San Francisco,1,1773,3,2,17,2,2353,1494600"
"Indianapolis,3,3094,4,2,77,2,4180,413800"
"Boston,1,2051,3,2,17,3,7196,1047600"
"Boston,1,851,1,1,30,3,1655,470600"
"Indianapolis,3,2172,3,1,40,1,3724,227200"
"Chicago,2,2255,4,3,23,2,8227,661700"
"San Francisco,1,1819,3,2,5,2,4896,1631600"
"San Francisco,1,1111,1,1,48,1,3249,869600"
"San Francisco,1,3043,5,3,18,2,3719,2109700"
"Denver,2,1205,2,1,70,3,2326,297900"
"San Francisco,1,2330,3,2,63,2,4487,1811300"
"Indianapolis,3,2030,4,1,34,2,6761,320600"
"Indianapolis,3,2291,3,2,37,1,5222,387900"
"Denver,2,3009,5,2,75,2,8476,717900"
"Denver,2,2265,3,2,2,1,8628,721800"
"Boston,1,1537,2,1,30,2,6082,656000"
"San Francisco,1,2619,4,2,4,2,4077,2303100"
"Chicago,2,1490,1,1,11,1,4107,497000"
"San Francisco,1,2006,2,1,73,1,6334,1785200"
"San Francisco,1,1059,1,1,8,2,3590,1013700"
"Boston,1,1228,2,1,76,1,4637,609700"
"San Francisco,1,1933,2,1,62,1,6262,1502100"
"Austin,2,2139,2,1,51,0,6699,717000"
"Chicago,2,793,1,1,59,2,1072,225500"
"Phoenix,3,2223,3,2,14,0,6059,500500"
"Denver,2,1367,2,1,9,1,3932,611000"
"Columbus,3,2732,4,2,29,2,8606,471500"
"Seattle,2,1671,3,2,61,1,4735,688100"
"Columbus,3,1170,3,3,24,2,2745,265500"
"Austin,2,1949,4,2,14,1,4999,694400"
"New York,1,1304,1,1,62,1,5097,875500"
"Indianapolis,3,2725,4,2,50,2,5781,371600"
"Boston,1,1900,3,2,42,1,6453,1040900"
"San Francisco,1,1801,2,1,32,3,5224,1611800"
"Boston,1,2285,4,2,62,1,5582,1298000"
"Seattle,2,1247,2,2,58,2,2943,537200"
"Seattle,2,1062,3,2,28,1,2872,542900"
"Austin,2,2165,4,3,10,2,7446,835600"
"Columbus,3,1185,3,2,69,1,1827,201400"
"Boston,1,1185,2,1,10,2,4444,757400"
"Austin,2,2444,4,2,34,0,8230,659300"
"Seattle,2,2241,3,2,71,2,4879,918400"
"Phoenix,3,1085,1,1,33,1,1333,293600"
"New York,1,1498,3,2,66,1,2239,1126200"
"San Francisco,1,1313,3,2,39,2,2106,1247200"
"Austin,2,3055,4,2,59,1,4552,1019200"
"Chicago,2,2489,5,3,47,2,3703,604700"
"Phoenix,3,1626,2,2,22,2,6323,346400"
"Denver,2,2275,2,1,71,0,6924,571200"
"Phoenix,3,1018,2,1,37,2,3561,215900"
"Seattle,2,1463,1,1,36,1,4061,685000"
"San Francisco,1,1968,3,2,52,1,5775,1770600"
"New York,1,2194,4,2,74,1,8045,1483300"
"San Francisco,1,1837,3,1,69,1,3552,1462100"
"Seattle,2,2061,4,2,31,2,6481,931500"
"Austin,2,1951,3,2,18,3,7254,779800"
"Seattle,2,1794,3,1,25,3,6856,604300"
"Denver,2,1708,2,1,21,2,4173,584100"
"Austin,2,1623,3,1,23,0,5841,551200"
"Chicago,2,2051,2,1,34,1,5355,528700"
"Chicago,2,2167,4,2,1,1,4165,634500"
"Boston,1,2029,2,2,42,2,3861,862000"
"Seattle,2,1134,2,1,67,1,2795,398500"
"Denver,2,1251,1,1,34,3,2405,387000"
"Denver,2,2159,3,2,6,1,2772,573300"
"Boston,1,2857,4,2,31,0,4273,1099300"
"Seattle,2,1999,3,2,26,2,7152,774400"
"Chicago,2,1632,3,1,47,1,5991,367700"
"Chicago,2,2046,3,2,20,0,7457,609000"
"New York,1,1161,1,1,24,1,3193,741500"
"Austin,2,2751,4,3,59,3,10505,718800"
"Columbus,3,2021,4,3,14,1,5249,360000"
"San Francisco,1,1465,3,2,74,1,3655,956700"
"Columbus,3,1792,2,1,23,1,4531,361600"
"New York,1,1557,2,2,65,1,2976,1012200"
"Austin,2,2753,5,3,6,1,8033,801100"
"Austin,2,1769,3,2,25,1,4347,673200"
"San Francisco,1,2001,2,2,30,1,7862,1601700"
"Columbus,3,2273,4,3,36,3,3822,382400"
"Austin,2,1419,2,1,7,2,2008,636500"
"Indianapolis,3,2026,4,2,19,2,4423,292200"
"Boston,1,2078,4,3,70,1,3748,1056100"
"Columbus,3,890,1,1,73,1,3540,137500"
"Indianapolis,3,2064,3,2,35,1,5705,312700"
"Denver,2,1870,2,1,9,1,4127,552600"
"New York,1,1984,3,2,22,1,5951,1254700"
"Chicago,2,1923,3,2,76,0,4747,436600"
"Denver,2,2068,2,2,73,1,3691,445300"
"Indianapolis,3,2769,3,2,65,0,6382,368800"
"Austin,2,1133,2,1,69,1,2268,368000"
"Boston,1,1678,3,2,56,1,5009,651600"
"New York,1,2333,4,3,49,2,8134,1701400"
"Chicago,2,2213,4,2,61,1,4283,648600"
"Indianapolis,3,2199,3,2,51,2,6464,297100"
"San Francisco,1,3690,6,3,27,0,11748,2537000"
"Phoenix,3,2299,5,3,51,3,5141,545900"
"Indianapolis,3,2635,5,3,23,1,6759,427500"
"San Francisco,1,1700,2,1,50,1,3748,1253900"
"New York,1,1255,2,1,30,2,2816,984000"
"Chicago,2,1696,1,1,38,1,4154,454300"
"Chicago,2,2363,4,2,14,1,4790,754700"
"San Francisco,1,2164,4,3,76,1,5556,1610300"
"Phoenix,3,2162,3,1,59,3,7148,449700"
"Austin,2,1761,2,1,8,2,4057,721300"
"Columbus,3,1657,2,2,38,1,6375,209200"
"Columbus,3,1783,3,2,36,2,3228,353500"
"Phoenix,3,2371,4,2,70,0,5829,406700"
"Austin,2,2446,4,3,60,1,7056,846700"
"Boston,1,1246,2,1,70,1,3391,675900"
"Austin,2,2396,4,2,37,1,9228,790100"
"San Francisco,1,1477,3,2,12,3,3114,1211400"
"Chicago,2,2205,4,2,57,2,4978,565600"
"New York,1,1775,1,1,17,3,5091,1020600"
"Austin,2,2918,4,2,50,2,8374,1189900"
"San Francisco,1,1628,2,1,32,1,5543,1282800"
"Boston,1,2016,4,2,27,2,6904,1214000"
"New York,1,2294,5,4,9,0,2823,1523400"
"Chicago,2,1332,2,1,64,2,4449,356000"
"Phoenix,3,1853,2,1,55,0,5948,388600"
"San Francisco,1,1727,1,1,27,2,4905,1179900"
"Columbus,3,1566,3,2,59,2,3269,261000"
"Columbus,3,1614,2,2,78,0,6036,270600"
"Seattle,2,2623,6,4,57,0,8569,1060800"
"Chicago,2,1511,2,1,75,1,2902,336300"
"Seattle,2,2268,5,2,37,1,4660,1067900"
"New York,1,2104,4,2,30,2,6710,1698800"
"Austin,2,992,1,1,67,1,3739,392200"
"San Francisco,1,2237,4,2,53,1,5757,1555800"
"Columbus,3,981,2,1,48,1,3592,172900"
"Indianapolis,3,2308,3,2,51,0,5239,297000"
"Phoenix,3,1570,3,2,79,1,3621,320900"
"Denver,2,1905,4,3,54,2,5945,533000"
"Denver,2,1059,2,1,65,2,1421,283600"
"Indianapolis,3,1980,3,2,2,3,3146,307700"
"Boston,1,2503,3,3,57,1,8109,1019800"
"San Francisco,1,1375,2,1,25,1,2582,1224700"
"Denver,2,1505,2,2,9,0,2544,563200"
"Seattle,2,2196,2,2,22,1,3183,846300"
"Seattle,2,2212,4,2,66,0,4047,828900"
"San Francisco,1,500,1,1,65,0,951,275700"
"Denver,2,3210,4,2,24,2,6918,914300"
"Boston,1,2244,3,2,15,1,8589,1276900"
"New York,1,2353,3,2,33,1,7071,1463500"
"San Francisco,1,1807,4,2,26,1,5676,1280900"
"Seattle,2,694,1,1,37,2,1091,407100"
"Columbus,3,2339,4,2,62,1,4069,306200"
"Seattle,2,1533,2,1,26,2,5697,818600"
"Chicago,2,2254,2,1,13,1,6708,816700"
"Phoenix,3,1758,3,2,8,0,6095,399500"
"Seattle,2,2055,3,1,54,1,4523,925800"
"Phoenix,3,1396,2,1,15,0,3931,251700"
"Chicago,2,2462,3,2,17,1,6416,525900"
"Denver,2,1128,2,1,64,2,2002,316900"
"San Francisco,1,3360,6,3,7,2,11791,2929800"
"San Francisco,1,3355,6,4,52,1,7161,2514200"
"Indianapolis,3,2961,6,4,0,0,7424,462100"
"Phoenix,3,2729,5,3,75,1,4291,420500"
"Indianapolis,3,1845,1,1,57,3,5512,259000"
"Columbus,3,2658,3,2,65,1,9078,373700"
"San Francisco,1,1837,2,1,53,1,4315,1212400"
"Phoenix,3,890,2,1,32,0,3506,193700"
"Austin,2,2877,4,3,79,2,5527,903300"
"Phoenix,3,2634,4,2,62,1,9600,464500"
"San Francisco,1,1880,3,1,7,0,6052,1512900"
"Boston,1,1104,2,1,46,1,4191,439800"
"Phoenix,3,1519,1,1,43,2,4973,336200"
"Phoenix,3,716,1,1,22,1,1851,203400"
"Denver,2,2514,4,3,36,3,5927,780100"
"Boston,1,858,2,1,78,2,3022,420500"
"Boston,1,2086,3,2,6,1,7412,1175100"
"Indianapolis,3,1352,2,1,74,3,3852,162200"
"Austin,2,973,1,1,56,2,3080,350100"
"Austin,2,2055,4,2,8,1,5129,627500"
"Denver,2,1683,2,1,24,2,3049,550700"
"Seattle,2,2445,3,1,67,1,3276,874300"
"Denver,2,1076,1,1,56,1,3261,337200"
"Austin,2,1408,1,1,6,1,4328,584300"
"Phoenix,3,500,1,1,11,2,1531,202600"
"Columbus,3,500,1,1,74,3,1387,116200"
"Indianapolis,3,3069,4,3,12,1,6625,433400"
"Denver,2,3254,5,3,49,2,6110,1041800"
"Austin,2,1960,3,1,79,2,2713,622300"
"Chicago,2,1365,4,2,13,2,2204,421000"
"Phoenix,3,1706,1,1,3,1,5048,385200"
"Denver,2,2468,4,2,65,1,8269,721500"
"Chicago,2,1566,3,2,75,1,5859,475800"
"Phoenix,3,2054,2,1,41,0,2947,414000"
"Chicago,2,1892,3,3,18,0,6583,529500"
"Phoenix,3,1530,3,2,4,1,4395,356600"
"New York,1,1558,2,2,72,0,3184,1079900"
"Austin,2,2091,4,3,63,2,6759,825500"
"Denver,2,1265,1,1,71,1,5022,388800"
"San Francisco,1,2194,3,2,63,1,4964,1745800"
"Columbus,3,1593,3,1,34,2,4710,333800"
"Denver,2,1983,4,2,38,1,3828,611200"
"New York,1,2800,5,3,30,2,4967,1873200"
"Phoenix,3,1791,4,2,58,2,2897,382900"
"Chicago,2,2498,3,1,8,1,3222,614400"
"Phoenix,3,735,2,1,3,1,2372,278100"
"Seattle,2,1594,3,1,76,1,2564,571100"
"Columbus,3,1918,2,1,25,1,5933,329400"
"Seattle,2,3150,7,4,2,1,11450,1718200"
"Denver,2,626,1,1,53,1,2235,177200"
"San Francisco,1,1837,1,1,31,1,3742,1427800"
"Chicago,2,2847,5,3,18,1,4408,694100"
"Chicago,2,1390,2,1,34,0,3392,378300"
"Denver,2,1762,4,3,36,1,3009,498300"
"Austin,2,2116,4,2,48,1,4752,668400"
"Phoenix,3,2020,3,1,74,0,5641,359500"
"Chicago,2,2918,6,3,70,2,8766,769100"
"Boston,1,2192,4,3,66,3,3970,1126900"
"Indianapolis,3,2763,4,3,39,2,5074,288100"
"Chicago,2,1666,2,1,44,1,6039,439800"
"Indianapolis,3,1419,3,2,10,1,5457,263800"
"Indianapolis,3,1753,2,2,46,2,5257,268700"
"Columbus,3,1147,2,1,53,2,3165,206000"
"Phoenix,3,2214,3,2,70,3,6736,389000"
"Denver,2,1649,2,1,3,1,2573,449700"
"New York,1,1463,1,1,69,1,5430,951000"
"Denver,2,2224,4,3,41,1,3968,609700"
"Phoenix,3,1157,1,1,7,3,3558,318300"
"Austin,2,2401,3,1,79,2,4373,632700"
"Columbus,3,1589,1,1,37,2,5047,296900"
"San Francisco,1,2653,3,1,32,2,8780,2011400"
"Seattle,2,1645,3,2,15,3,5387,783100"
"Austin,2,2311,3,3,5,1,5547,798200"
"Austin,2,2017,3,2,6,3,5849,717500"
"San Francisco,1,2384,3,2,21,2,6852,1823300"
"New York,1,1971,3,2,23,2,6340,1573200"
"Phoenix,3,819,2,1,37,3,2127,180700"
"Austin,2,2556,4,2,48,1,6698,763300"
"San Francisco,1,1843,3,2,79,2,5743,1554200"
"San Francisco,1,2413,4,3,63,1,4045,1963600"
"Austin,2,2349,3,2,38,2,7110,920300"
"New York,1,1397,1,1,72,2,2256,860400"
"Chicago,2,1305,1,1,44,2,4215,306800"
"Phoenix,3,2326,4,2,33,1,5324,409000"
"New York,1,1703,2,1,17,2,6047,1161400"
"Denver,2,2509,3,2,33,2,3632,825200"
"New York,1,1784,3,1,3,2,4441,1236800"
"Boston,1,2565,6,4,12,1,4279,1219300"
"Columbus,3,2175,3,2,75,2,7901,357500"
"Denver,2,2087,3,1,15,2,3236,666200"
"Columbus,3,1657,2,1,45,1,4240,255400"
"New York,1,2051,4,3,8,1,3066,1265400"
"Seattle,2,2675,5,3,48,2,9185,1250100"
"Austin,2,1865,3,1,78,2,3711,642400"
"Austin,2,2245,4,3,36,1,6428,678200"
"Indianapolis,3,1930,3,1,10,1,3235,287600"
"New York,1,1981,3,1,1,2,4327,1498400"
"Columbus,3,3020,6,4,60,3,4585,416800"
"Columbus,3,2681,5,3,8,1,7352,497300"
"Denver,2,1952,1,1,25,3,2361,580300"
"Seattle,2,2039,3,1,67,1,8116,690300"
"Austin,2,1444,2,1,42,1,3416,595500"
"Boston,1,1788,3,2,69,2,5297,794900"
"Phoenix,3,2101,4,1,69,0,4208,398700"
"Austin,2,2453,3,2,52,0,4683,658000"
"Indianapolis,3,2387,4,2,74,3,8520,407100"
"Chicago,2,1179,2,2,2,1,3918,496000"
"Austin,2,2535,4,3,19,1,7608,725400"
"Chicago,2,1842,3,2,22,1,6090,520100"
"Austin,2,1258,3,2,72,1,2127,480100"
"Columbus,3,2769,5,3,49,2,10565,443400"
"New York,1,2851,4,2,20,1,7051,1967000"
"Indianapolis,3,2071,4,2,16,1,7523,275700"
"Phoenix,3,2361,5,4,64,1,7699,439100"
"Columbus,3,2399,4,2,68,2,4799,378700"
"Austin,2,2807,4,2,1,3,7843,920200"
"Phoenix,3,2373,4,2,29,1,9270,482400"
"Boston,1,1037,2,2,42,2,1352,446500"
"Phoenix,3,3206,5,3,18,3,7676,715200"
"New York,1,2593,6,4,58,1,7617,1450900"
"Boston,1,1569,2,2,60,0,3376,838000"
"Austin,2,1231,3,1,67,2,2573,380000"
"Seattle,2,2228,3,1,62,3,7344,982600"
"Seattle,2,1719,2,1,67,0,6473,723300"
"Phoenix,3,2114,3,2,29,1,5719,388100"
"Boston,1,2383,3,2,23,2,9186,1087300"
"Phoenix,3,1532,3,1,25,2,2273,319700"
"San Francisco,1,1175,2,2,68,0,2158,838900"
"Phoenix,3,2151,3,2,51,1,3109,344100"
"Phoenix,3,1553,3,2,25,1,3757,374600"
"Seattle,2,1995,4,3,57,3,5895,788600"
"Chicago,2,1027,3,1,18,2,1809,339000"
"Columbus,3,1736,3,2,21,1,4263,356300"
"Phoenix,3,2365,4,3,0,2,7370,580300"
"Seattle,2,2294,4,3,77,1,6860,841100"
"Austin,2,1388,2,1,18,3,4111,604600"
"Phoenix,3,1141,2,1,60,1,3305,252400"
"Boston,1,1910,3,1,9,0,7568,874800"
"Phoenix,3,2265,2,1,2,1,7246,451800"
"Seattle,2,2163,3,1,53,1,8093,976200"
"Phoenix,3,1567,2,2,7,2,6056,423000"
"San Francisco,1,2094,3,2,11,1,7553,1394300"
"San Francisco,1,2877,5,3,26,1,4219,1926400"
"Indianapolis,3,2033,4,2,46,2,5452,338000"
"Columbus,3,838,1,1,1,1,1901,171700"
"Columbus,3,2032,3,2,10,1,2991,390900"
"Indianapolis,3,3229,4,2,27,1,8976,566000"
"Austin,2,1063,1,1,56,3,1909,389700"
"Boston,1,1919,3,2,7,2,5429,878100"
"New York,1,1753,3,1,22,2,6116,1262500"
"Austin,2,1962,3,2,15,2,4518,794400"
"New York,1,2026,3,2,24,1,7819,1422500"
"Indianapolis,3,2641,3,2,20,0,8837,415500"
"San Francisco,1,1955,4,2,51,2,6749,1394600"
"New York,1,2730,5,3,5,0,4134,1669500"
"Boston,1,1824,2,1,75,3,6999,921300"
"New York,1,1672,3,1,19,1,2168,1043300"
"New York,1,1465,2,2,79,1,5220,648100"
"Chicago,2,719,1,1,58,1,922,193000"
